markerid,storeid,street,city,state,lat,lng,zipcode
2320,104473,"2, route Tewkesbury",Stoneham,QC,47.017146,-71.422077,G3C 2K6
475,100778,201 Main St,Stayner,ON,44.418197,-80.095678,L0M 1S0
152,104322,349 Main St,Wasaga Beach,ON,44.523380,-80.004035,L9Z 2N7
1191,102384,105 St. Patrick St,Thamesford,ON,43.058870,-80.996228,N0M 2M0
603,101203,1271 Mosley St,Wasaga Beach,ON,44.489099,-80.051511,L0L 1P0
1491,103110,1900 Mosley St,Wasaga Beach,ON,44.474829,-80.074968,L9Z 1A5
1027,102030,2147 Dorchester Rd,Dorchester,ON,42.983950,-81.057250,N0L 1G2
814,101699,1204 Talbot St E,St. Thomas,ON,42.777952,-81.155362,N5P 1G7
1275,102588,16815 Highway 12,Midland,ON,44.729571,-79.873159,L4R 4K3
502,100888,830 King St,Midland,ON,44.733623,-79.871463,L4R 4K9
1773,104481,400 Highbury Ave.,St. Thomas,ON,42.810613,-81.150373,N5P 0A5
107,104662,601 Main St E Dundalk,Dundalk ,ON,44.179058,-80.380882,N0C 1B0
751,101579,280 Elm St,St. Thomas,ON,42.764143,-81.177222,N5R 1J5
193,100050,995 Talbot St,St. Thomas,ON,42.778740,-81.176050,N5P 1G1
1385,102836,145 South Edgeware Rd.,St. Thomas,ON,42.792970,-81.170950,N5P 4C4
696,101461,44 Hwy 60,Huntsville,ON,45.337758,-79.201813,P1H 1C2
1831,100215,99 Main St E,Huntsville,ON,45.327070,-79.216570,P1H 1H1
2606,100318,70 King William St,Huntsville,ON,45.334560,-79.207392,P1H 2A5
120,100338,475 Bay St,Midland,ON,44.752088,-79.886207,L4R 1L1
253,100197,Hwy 93,Midland,ON,44.737025,-79.908586,L0L 2J0
2677,101287,546 Talbot St,St. Thomas,ON,42.778900,-81.191670,N5P 1C4
843,101741,60 Elm St.,St. Thomas,ON,42.767770,-81.196329,N5R 6G6
2674,101271,9226 Hwy 93,Midland,ON,44.738129,-79.910566,L4R 4K4
1335,102724,"9657, boul. Ste-Anne",Ste-Anne-de-Beaupré,QC,47.019330,-70.936160,G0A 3C0
479,100791,180 West Rd,Huntsville,ON,45.332110,-79.234490,P0A 1K0
309,100342,191 Talbot St,St. Thomas,ON,42.779200,-81.203650,N5P 1A8
375,100551,950 Ontario St,Stratford,ON,43.370867,-80.949817,N5A 3K1
1522,103173,1445 Wilton Grove Rd,London,ON,42.929730,-81.174011,N6N 1M3
331,100412,132 Main Street,Penetanguishene,ON,44.767340,-79.932545,L9M 1M3
1797,100029,166 Ontario St,Stratford,ON,43.371355,-80.979562,N5A 3H4
841,101739,510 Admiral Dr,London,ON,43.003359,-81.153130,N5V 5H2
757,101594,501 Hume St,Collingwood,ON,44.499314,-80.196548,L9Y 4H8
506,100907,"55, boul. Taché Ouest",Montmagny,QC,46.982122,-70.562105,G5V 1B6
864,101772,85 Ohio Rd,Shelburne,NS,43.777353,-65.339470,B0T 1W0
712,101503,693 Erie St,Stratford,ON,43.355444,-80.996356,N4Z 1A1
2878,102516,1750 Crumlin Rd,London,ON,43.022800,-81.153070,N5V 3V6
2421,102567,599 Hurontario,Collingwood,ON,44.488550,-80.214620,L9Y 2N4
818,101704,2094 Dundas St E,London,ON,43.009598,-81.160136,N5V 1R2
573,101083,146 Clarke Rd,London,ON,42.992206,-81.169015,N5W 5E1
1912,100466,115 Hurontario St,Collingwood,ON,44.499866,-80.216820,L9Y 2L9
389,100576,429 Huron St,Stratford,ON,43.378487,-80.998091,N5A 5T8
668,101384,4343 Wellington Rd S,London,ON,42.918580,-81.209750,N6E 2Z8
1203,102406,1200 Commisioners Rd E,London,ON,42.962320,-81.195220,N5Z 4R3
252,100194,281 First St,Collingwood,ON,44.502090,-80.224990,L9Y 1B2
576,101088,1751 Dundas E,London,ON,43.002144,-81.183525,N5W 3E4
1960,100591,120 Highbury Ave,London,ON,42.978322,-81.194313,N5Z 2W4
2467,101499,940 Hamilton Rd,London,ON,42.978079,-81.195110,N5Z 1W4
277,100268,1384 Wellington Rd S,London,ON,42.925900,-81.217000,N6E 1M3
2672,101233,1251 Wellington Rd S,London,ON,42.927072,-81.218170,N6E 1M4
1781,104834,4 High St.,Collingwood,ON,44.500112,-80.234249,L9Y 3J6
984,101958,771 Southdale Rd E,London,ON,42.944235,-81.213899,N6C 2C6
3208,104711,10 Cambridge Street,Collingwood,ON,44.500350,-80.237718,L9Y 0A1
56,100429,1105 Wellington Rd,London,ON,42.931631,-81.221422,N6E 1V4
945,101900,1765 Oxford St E,London,ON,43.013630,-81.189426,N5V 2Z6
320,100381,915 Commissioners Rd E,London,ON,42.959450,-81.214120,N5Z 3H9
87,103180,1885 Huron St.,London,ON,43.027560,-81.188835,N5V3A5
2723,101799,1460 Oxford St E,London,ON,43.010970,-81.200080,N5V 1W2
3034,103088,1460 Oxford St. E,London,ON,43.010970,-81.200080,N5V 1W2
192,100047,705 Wellington Rd,London,ON,42.948959,-81.228046,N6C 4R4
3304,101304,801 Commissioners Rd,London,ON,42.958384,-81.225728,N6C 5J1
2758,102075,800 Commissioners Rd,London,ON,42.958383,-81.225778,N6C 6B5
3175,103984,800 Commissioners Rd E,London,ON,42.960209,-81.225543,N6C 6B5
1835,100223,1019 Dundas St,London,ON,42.992984,-81.217231,N5W 3A4
681,101417,352 Wellington Rd S,London,ON,42.961838,-81.231097,N6C 4P6
4316,105001,745 York Street,London,ON,42.987114,-81.223146,N5W 6A8
950,101906,1165 Oxford St E,London,ON,43.006591,-81.215142,N5Y 3L7
1022,102019,271 Hamilton Rd,London,ON,42.981500,-81.225620,N5Z 1R4
3313,101429,1149 Highbury Ave,London,ON,43.014090,-81.212360,N5Y 1A6
209,100090,1181 Highbury Ave N,London,ON,43.015815,-81.213257,N5Y 1A6
2865,102488,1460 Oxford St E,London,ON,43.003720,-81.225010,N5Y 5R6
858,101764,15 Southdale Rd E,London,ON,42.940734,-81.257762,N6C 6B4
474,100777,841 Wharncliffe Rd,London,ON,42.941943,-81.257575,N6J 2N9
3301,101252,841 Wharncliffe Rd,London,ON,42.941943,-81.257575,N6J 2L9
718,101511,296 Horton St.,London,ON,42.980312,-81.242271,N6B 1L4
781,101637,755 Adelaide St,London,ON,42.999623,-81.236898,N5Y 2L7
55,100416,380 Wellington Street,London,ON,42.983812,-81.244672,N6A 5B5
2910,102666,Western Rd.,London,ON,42.986889,-81.246208,N6A 4W4
2650,101030,176 - 178 Dundas St Unit 2,London,ON,42.983856,-81.249188,N6A 1G7
3374,100193,111 York St,London,ON,42.980720,-81.250630,N6A 1A8
2628,100767,1030 Adelaide St N,London,ON,43.007272,-81.240695,N5Y 2M9
1954,100571,11 Baseline Rd E,London,ON,42.959331,-81.260486,N6C 5Z8
1906,100449,1080 Adelaide St N,London,ON,43.010788,-81.242401,N5Y 2N1
60,100694,685 Richmond St,London,ON,42.993225,-81.252010,N6A 5M1
5,101206,111 Wharncliffe Rd S,London,ON,42.974554,-81.262527,N6J 2K2
2936,102755,268 Grosvenor St,London,ON,43.000232,-81.253192,N6A 4V2
711,101497,201 Queen St,St. Mary's,ON,43.259690,-81.139420,N4X 1A9
2832,102369,339 Windemere Rd,London,ON,42.996880,-81.257294,N6A 5A5
184,100035,119 Oxford St E,London,ON,42.993860,-81.258650,N6A 1T2
429,100662,1061 Wonderland Rd S,London,ON,42.940104,-81.281623,N6K 3X4
732,101540,4530 Colonel Talbot Rd,London,ON,42.903721,-81.297376,N0L 1S3
2864,102487,266 Epworth Ave.,London,ON,43.011594,-81.258285,N6A 2M3
606,101209,319 Main St S,Mount Forest,ON,43.978917,-80.731484,N0G 2L3
2647,100991,1536 Adelaide St N,London,ON,43.033590,-81.254030,N5X 1K4
3409,100761,785 Wonderland Rd,London,ON,42.948715,-81.289360,N6K 1M6
913,101849,390 Springbank Dr,London,ON,42.968814,-81.282355,N6J 1G9
567,101048,511 Commissioners Rd W,London,ON,42.954388,-81.289441,N6J 2T9
17,102510,564 Fanshawe Park Rd E,London,ON,43.034152,-81.257155,N5X 1L1
1520,103171,1825 Adelaide St,London,ON,43.045583,-81.260309,N5X 4E8
2762,102098,339 Windermere Rd,London,ON,43.015268,-81.275493,N6A 5A5
3086,103262,1421 Western Road,London,ON,43.011120,-81.277412,N6A 3K7
2625,100692,1421 Western Rd,London,ON,43.011120,-81.277412,N6G 4W4
2891,102592,"1421 Western Rd, Unit #130",London,ON,43.011120,-81.277412,N6G 4W4
2889,102579,800 Commissioners Rd East,London,ON,42.952049,-81.303680,N6C 6B5
2708,101613,800 Commissioners Rd,London,ON,42.952049,-81.303680,N6K 1C2
583,101115,670 Wonderland Rd N,London,ON,42.985640,-81.293540,N6H 4K9
1897,100422,109 Fanshawe Park Rd E,London,ON,43.028343,-81.276636,N5X 2S7
1704,103951,939 Southdale Rd,London,ON,42.936666,-81.315807,N6P 0A9
71,101836,1680 Richmond St,London,ON,43.025801,-81.282184,N6G 3Y9
611,101231,1229 Wonderland Rd N,London,ON,43.005082,-81.303368,N6G 2V9
4141,919342,290 North St.,Houlton,ME,46.145149,-67.840408,4730
526,100939,836 Wallace Ave,Listowel,ON,43.739272,-80.947070,N4W 1M4
1123,102225,1322 Commissioners Rd W,London,ON,42.961580,-81.338450,N6K 1E1
3322,102081,148 Main St W,Listowel,ON,43.731790,-80.953720,N4W 1A1
163,103691,165 Mitchell Ave. S,Listowel,ON,43.735937,-80.965601,N4W 1K7
1046,102058,488 Highway 303,Digby,NS,44.598187,-65.771152,B0V 1A0
3226,103270,1895 Hyde Park Road,London,ON,43.006602,-81.336017,N6H 0A3
1572,103289,1255 Fanshawe Park Road West,London,ON,43.010194,-81.337237,N6G 5B4
3938,913734,1721 Southgate Parkway,Cambridge,OH,40.008808,-81.579674,43725
493,100853,93 Warwick St,Digby,NS,44.617110,-65.761585,B0V 1A0
1217,102444,182 Elora St N,Harriston,ON,43.918920,-80.882788,N0G 1Z0
3822,910889,118 N. 7th Street,Marietta,OH,39.416158,-81.444944,45750
1340,102730,235 Ontario St,Mitchell,ON,43.462948,-81.186215,N0K 1N0
1703,103949,9919 Glendon Dr,Komoka ,ON,42.931119,-81.450162,N0L1R0
1338,102727,48 Arthur St. West,Thornbury,ON,44.563780,-80.456510,N0H 2P0
2256,103870,Highway 401 Westbound,Elgin,ON,42.649554,-81.556749,N0L 2P0
1279,102598,194 Beardsley Rd,Woodstock,NB,46.122303,-67.605872,E7M 4E4
1686,103843,1044 boulevard Ducharme,La Tuque,QC,47.423890,-72.785063,G9X 3C4
2257,103872,27585 Hwy 401 Eastbound,Dutton,ON,42.644156,-81.560869,N0L 1J0
1221,102451,317 Garafraxa St S,Durham,ON,44.171192,-80.817053,N0G 1R0
1261,102558,33389 Richmond St,Lucan,ON,43.184695,-81.396600,N0M 2J0
1125,102231,667 Main St,Woodstock,NB,46.150670,-67.573200,E7M 2C9
516,100919,360 Connell St,Woodstock,NB,46.168610,-67.598580,E7M 5G9
1579,103330,27 Commercial Drive,Burk's Falls,ON,45.608520,-79.400916,P0A 1C0
4019,915676,3555 Murdoch,Parkersburg,WV,39.293498,-81.546249,26101
1710,103959,707 route de l'Église,Saint-Jean-Port-Joli,QC,47.192859,-70.237976,G0R 3G0
4150,919353,555 5th Ave,Parkersburg,WV,39.262260,-81.557256,26101
624,101259,291 Sykes Street South,Meaford,ON,44.596636,-80.584434,N4L 1C5
685,101433,3701 Westfield Rd,Saint John,NB,45.289250,-66.193190,E2M 7T4
1462,103035,1 Horseshoe Lake Road,Seguin Township,ON,45.305550,-79.893760,P2A 2W8
1147,102270,419 Caradoc St S,Strathroy,ON,42.947117,-81.612883,N7G 2P5
4155,919358,131 West Chestnut Street,Coshocton,OH,40.275200,-81.877972,43812
401,100604,19 Front St. East,Strathroy,ON,42.958994,-81.623316,N7G 1Y5
2007,100877,640 Manawagonish Rd,Saint John,NB,45.256603,-66.100660,E2M 3W5
4327,105068,190 Main Street,Glencoe,ON,42.746935,-81.709722,N0L 1M0
3413,101399,621 Fairview,Saint John,NB,45.254968,-66.094319,E2M 4Y5
223,100119,158 Main St W,Saint John,NB,45.256440,-66.093180,E2M 3N6
3366,104721,1100-10th St.,Hanover,ON,44.155461,-81.006196,N4N 1S1
279,100271,639 10th St,Hanover,ON,44.153983,-81.015516,N4N 1S1
504,100899,265 King St W,Saint John,NB,45.260148,-66.075981,E2M 1S7
581,101101,153 Main St N,Exeter,ON,43.360321,-81.483239,N0M 1S3
156,104509,54 Goderich St ,Seaforth,ON,43.554409,-81.395656,N0K 1W0
213,100101,75 Lansdowne Ave,Saint John,NB,45.277489,-66.076938,E2K 2Z9
674,101393,40 University Ave,Saint John,NB,45.293760,-66.095375,E2K 5B4
420,100647,199 Hilyard St,Saint John,NB,45.275480,-66.069410,E2K 4V2
2429,100182,1 Market Square,Saint John,NB,45.274420,-66.062889,E2L 4Z6
1927,100497,39 King St Lvl 2,Saint John,NB,45.273126,-66.060784,E2L 4W3
2162,102898,52 King Street,Saint John,NB,45.273160,-66.060590,E2L 1G4
2754,102023,99 Station St,Saint John,NB,45.276045,-66.063559,E2L 4X4
415,100639,31 Waterloo St,Saint John,NB,45.275920,-66.057239,E2L 3P6
2709,101617,400 University Ave,Saint John,NB,45.299990,-66.084520,E2L 4L2
2866,102489,100 Tucker Park Rd,Saint John,NB,45.306050,-66.082480,E2L 4L5
979,101951,542 Main St,Hartland,NB,46.305290,-67.530448,E7P 2N5
586,101121,222 Bayside Dr.,Saint John,NB,45.287192,-66.042820,E2J 5C1
1224,102458,20474 Victoria Ave,Ridgetown,ON,42.446895,-81.876190,N0P 2C0
2016,101027,120 McDonald St,Saint John,NB,45.287681,-66.028293,E2J 1M5
412,100633,113 Bowes St,Parry Sound,ON,45.343497,-80.011486,P2A 2L8
202,100069,447 Rothesay Ave,Saint John,NB,45.305061,-66.033192,E2J 2C3
844,101744,147 McAllister Dr,Saint John,NB,45.312200,-66.021600,E2J 2S6
1901,100437,519 Westmorland Rd,Saint John,NB,45.310033,-66.016023,E2J 3W9
512,100915,1100 Loch Lomond Rd,Saint John,NB,45.302840,-65.995238,E2J 1Z6
540,100982,10 MacNab St,Walkerton,ON,44.132245,-81.145411,N0G 2V0
1849,100270,1 Mall Dr Unit 3,Parry Sound,ON,45.360450,-80.040580,P2A 3A9
1373,102811,2227 Elginfield Rd,Parkhill,ON,43.162891,-81.683990,NoM 2K0
873,101784,33 Josephine St,Wingham,ON,43.880350,-81.317680,N0G 2W4
1780,104035,770 John Street ,Mattawa,ON,46.309331,-78.712579,P0H 1V0
1002,101984,79 Talbot St W,Blenheim,ON,42.333510,-81.999180,N0P 1A0
652,101338,"995, boul. Mgr de Laval",Baie-St-Paul,QC,47.440290,-70.519100,G3Z 2W2
1393,102853,8826 Main Street,Bristol,NB,46.453899,-67.605947,E7L 2A1
1105,102189,300 Ontario St S,Clinton,ON,43.613291,-81.530809,N0M 1L0
3816,910883,3231 N.Maple Ave,Zanesville,OH,39.981203,-82.018268,43701
2690,101412,1800 8th St E,Owen Sound,ON,44.567410,-80.912500,N4K 6M9
2796,102246,1590 20th Ave E,Owen Sound,ON,44.574084,-80.908513,N4K 5N3
2375,101174,4 Marr Rd.,Rothesay,NB,45.396349,-65.982630,E2E 2P9
996,101973,1595 16th St E,Owen Sound,ON,44.574614,-80.916481,N4K 5N3
1474,103066,"221, avenue Industrielle",La Pocatière,QC,47.369600,-70.044420,G0R 1Z0
3773,910723,44 N. Maysville Avenue,S. Zanesville,OH,39.904631,-82.019508,43701
333,100423,1713 Woodstock Rd,Fredericton,NB,45.967297,-66.722448,E3C 1L4
1390,102848,1160 Hanwell Rd,Fredericton,NB,45.947721,-66.692629,E3C 1A4
436,100678,925 10th St E,Owen Sound,ON,44.569483,-80.927943,N4K 1T5
359,100515,173 Hampton Rd,Rothesay,NB,45.403482,-65.972310,E2E 2R3
250,100191,155 9th St E,Owen Sound,ON,44.565803,-80.943040,N4K 1N6
1079,102131,1189 Prospect St,Fredericton,NB,45.939258,-66.661142,E3B 3B9
4050,915721,779 N.Main St.,Presque Isle,ME,46.699856,-68.010470,4769
3564,919302,830 Main St,Presque Isle,ME,46.701234,-68.009741,4769
1576,103295,690 Tenth St. W,Owen Sound,ON,44.566680,-80.957206,N4K 3R9
1077,102129,3 Gateway Dr,Oromocto,NB,45.833214,-66.488743,E2V 4R3
199,100063,957 10th St W,Owen Sound,ON,44.562328,-80.965065,N4K 3H8
458,100739,280 Restigouche Rd,Oromocto,NB,45.840071,-66.494373,E2V 2G9
2909,102663,21 Pacey Dr,Fredericton,NB,45.944385,-66.641116,E3B 5A3
2692,101430,564 St-Thomas University,Fredericton,NB,45.949050,-66.639529,E3B 5G3
281,100276,375 Smythe St,Fredericton,NB,45.960512,-66.654639,E3B 3E3
605,101208,3 Industrial Dr,Quispamsis,NB,45.417318,-65.943203,E2E 4B1
975,101941,39 Ontario St N,Grand Bend,ON,43.314380,-81.754990,N0M 1T0
245,100176,612 King St,Fredericton,NB,45.959748,-66.638557,E3B 1G1
326,100398,170 Bristol Ave,Liverpool,NS,44.045810,-64.722300,B0T 1K0
2120,102511,1012 Onondaga St,Oromocto,NB,45.851860,-66.477400,E2V 1B8
2247,103709,Canex CTC Gagetown Bldg A 42,Oromocto,NB,45.789875,-66.385847,E2V 4J5
216,100105,290 Main St,Fredericton,NB,45.975530,-66.646545,E3A 1C9
528,100945,534 Union St,Fredericton,NB,45.970035,-66.633035,E3A 3N2
819,101705,1050 Douglas Ave,Fredericton,NB,45.988674,-66.651697,E3A 9N2
112,103873,58 Highway 401 E,Tilbury,ON,42.378460,-82.104690,N0P 2L0
113,103874,59 Highway 401 W,Tilbury,ON,42.378460,-82.104690,N0P 2L0
970,101929,247 Canada St,Fredericton,NB,45.978560,-66.592710,E3A 4A1
851,101753,640 Granville St. E,Bridgetown,NS,44.845409,-65.270874,B0S 1C0
260,100211,41 Park Ave E,Chatham,ON,42.397248,-82.176502,N7M 1V8
919,101858,510 Grand Ave E,Chatham,ON,42.419127,-82.173259,N7L 4K1
466,100755,159 Lacroix St,Chatham,ON,42.397252,-82.188330,N7M 2V3
744,101560,33 Third St,Chatham,ON,42.404152,-82.189501,N7M 2M4
2861,102484,106 Emma St,Chatham,ON,42.404682,-82.194341,N7L 1B3
1270,102580,35400 Huron Rd,Goderich,ON,43.729367,-81.688156,N7A 3X8
190,100045,368 St. Clair St,Chatham,ON,42.414095,-82.198810,N7L 3K2
2368,100960,452 St. Clair,Chatham,ON,42.417593,-82.203146,N7L 3K7
1040,102050,80 King St E,Forest,ON,43.101140,-81.992586,N0N 1J0
714,101506,500 Bloomfield Rd,Chatham,ON,42.379510,-82.216760,N7M 5J5
3220,104725,"2 Highway #8, Huron Road",Goderich,ON,43.740565,-81.704616,N7A 3X8
215,100104,756-778 St. Clair St.,Chatham,ON,42.428386,-82.216460,N7M 5J7
2317,104766,,Chatham,ON,42.428902,-82.217094,N7M 5J7
452,100732,80 Victoria St. S.,Goderich,ON,43.740590,-81.707730,N7A 3H7
2084,102112,1144 North St,Dresden,ON,42.582710,-82.179984,N0P 1M0
766,101611,470 Main St,Hampton,NB,45.519353,-65.833565,E5N 6C1
4134,919301,109 Bennett Dr.,Caribou,ME,46.864355,-68.004849,4736
817,101703,456 Bruce St,Hepworth,ON,44.634021,-81.133341,N0H 1P0
1629,103567,22 Tribe Rd.,Perth Andover,NB,46.739000,-67.715450,E7H 3R6
633,101290,4160 Petrolia St,Petrolia,ON,42.881978,-82.149315,N0N 1R0
1446,102981,4504 London Line,Lambton,ON,42.980320,-82.117530,N0N 1T0
3567,915190,95 Richland Ave.,Athens,OH,39.324154,-82.104231,45701
2305,104864,260 Pinewood Park Drive,North Bay,ON,46.239532,-79.376785,P1B 8Z4
1478,103073,445 Berford Street,Wiarton,ON,44.739410,-81.140635,N0H 2T0
448,100723,618 Gustavus Rd,Port Elgin,ON,44.435595,-81.388549,N0H 2C0
3367,104722,5122 Highway #21,Port Elgin,ON,44.432105,-81.391694,N0H 2C0 
3391,104274,"5114 Highway 21, RR3",Port Elgin,ON,44.432105,-81.391694,N0H 2C0
1487,103101,142 Emerald Dr,Southampton,ON,44.489947,-81.376162,N0H 2L0
3866,911047,5458 Big Tyler Rd,Cross Lanes,WV,38.426184,-81.785312,25313
531,100955,241 Main St,Middleton,NS,44.941020,-65.071299,B0S 1P0
3406,100471,59 Hwy 401 Westbound,Tilbury,ON,42.276340,-82.401087,N0P 2L0
1023,102021,814 Durham St,Kincardine,ON,44.171124,-81.616187,N2Z 2X9
3834,910979,941 Coshocton Ave,Mount Vernon,OH,40.400183,-82.455692,43050
1753,104307,2035 boulevard de Comporte,La Malbaie,QC,47.677180,-70.186086,G5A 1N8
779,101635,368 Lakeshore Dr,North Bay,ON,46.279711,-79.446313,P1A 2C2
565,101042,303 Broadway Ave,Kincardine,ON,44.181292,-81.631852,N2Z 2X9
723,101520,6 Mill St,Tilbury,ON,42.263360,-82.430770,N0P 2L0
4106,918668,963 N 21st St,Newark,OH,40.075034,-82.428523,43055
1290,102628,25 Lakeshore Dr,North Bay,ON,46.295482,-79.454970,P1A 2A1
2863,102486,60 Commerce Court,North Bay,ON,46.314739,-79.427880,P1B 8G4
392,100583,114 Drury St,North Bay,ON,46.309337,-79.439285,P1A 3Z6
3412,101263,1500 Fisher Rd,North Bay,ON,46.313120,-79.442720,P1B 2H3
488,100833,2672 Troutlake Rd,North Bay,ON,46.323990,-79.428977,P1B 7S7
3214,104743,"60 McNaughton Avenue, Unit 16",Wallaceburg,ON,42.586096,-82.383519,N8A 1R9
293,100301,60 McNaughton Ave,Wallaceburg,ON,42.586380,-82.383640,N8A 1R9
4024,915681,223 MacCorkle Ave,St. Albans,WV,38.389721,-81.834480,25177
2699,101509,100 College Dr PO Box 5001,North Bay,ON,46.311157,-79.461823,P1B 8K9
424,100655,848 Dufferin Ave,Wallaceburg,ON,42.592810,-82.388900,N8A 2V4
4014,915670,875 Hebron Rd,Heath,OH,40.028460,-82.442477,43056
183,100033,1050 Cassells St,North Bay,ON,46.316859,-79.458434,P1B 4A9
2975,102910,177 Tie Road,Tiverton,ON,44.321945,-81.594129,N0G 2T0
1210,102423,2688 New Lakeshore Rd,Bright's Grove,ON,43.028309,-82.263092,N0N 1C0
283,100280,244 Dominion St,Bridgewater,NS,44.371370,-64.526162,B4V 2K8
2529,102432,1000 Algonquin Ave N,North Bay,ON,46.325031,-79.466167,P1B 4X7
3001,102992,1899 Algonquin Ave,North Bay,ON,46.332470,-79.466060,P1B 4Y8
2406,101548,9 MacCullach Rd RR2,Bridgewater,NS,44.392963,-64.529572,B4V 2W1
433,100674,975 McKeowan Ave,North Bay,ON,46.333903,-79.468843,P1B 9P2
2632,100835,421 Lahave St,Bridgewater,NS,44.376672,-64.512361,B4V 3A2
1896,100420,464 Lahave St,Bridgewater,NS,44.376387,-64.511802,B4V 3T2
3356,104160,50 College Dr,North Bay,ON,46.343154,-79.487150,P1B 0A4
3181,104159,50 College Dr,North Bay,ON,46.343154,-79.487150,P1B 0A4
1011,101997,1707 London Line,Sarnia,ON,42.983832,-82.327932,N7W 1B2
317,100377,257 Central Ave,Greenwood,NS,44.969413,-64.937010,B0P 1N0
1164,102321,1441 Confederation St,Sarnia,ON,42.960025,-82.350093,N7S 5N9
2603,100041,756 Central Ave,Greenwood,NS,44.968210,-64.927470,B0P 1M0
3776,910728,3903 Teays Valley Rd,Hurricane,WV,38.448254,-81.942945,25526
3701,913932,466 Main St,Granville,OH,40.063257,-82.520549,43023
2929,102735,1457 London Rd,Sarnia,ON,42.981360,-82.347230,N7S 6K4
2408,101589,806 Main St,Kingston,NS,44.991430,-64.939800,B0P 1R0
1582,103340,7010 Industrial Drive,Comber,ON,42.238300,-82.550140,N0P 1J0
212,100096,1258 London Rd,Sarnia,ON,42.979680,-82.360360,N7S 1P5
302,100324,250 Erie St S,Leamington,ON,42.039590,-82.600720,N8H 3C2
390,100577,137 Indian Rd,Sarnia,ON,42.960974,-82.376271,N7T 3W3
380,100562,185 Erie St N,Leamington,ON,42.060503,-82.598823,N8H 3B9
829,101718,1208 Murphy Rd,Sarnia,ON,42.998880,-82.365750,N7S 2Y2
513,100916,775 Exmouth St,Sarnia,ON,42.985138,-82.382505,N7T 5P7
3155,103848,89 Norman St,Sarnia,ON,42.977751,-82.388921,N7T 6S3
782,101642,255 Talbot St W,Leamington,ON,42.047676,-82.622047,N8H 1N8
1121,102218,1399 Colborne Rd,Sarnia,ON,43.004901,-82.387954,N7V 3L8
763,101603,512 Vidal St S,Sarnia,ON,42.957592,-82.407062,N7T 8E8
273,100251,181-183 Exmouth St,Sarnia,ON,42.985602,-82.401970,N7T 5W3
879,101791,4 Union St,Minto,NB,46.070280,-66.060850,E4B 2N4
464,100749,199 Main St,Grand Falls,NB,47.046508,-67.746661,E3Z 2W1
1059,102082,373 Lyndock St,Corunna,ON,42.890083,-82.453809,N0N 1G0
1341,102731,452 Madawaska Rd,Grand Falls,NB,47.059087,-67.754510,E3Y 1A3
3903,911126,160 Clinton Avenue,St. Clair,MI,42.821050,-82.486839,48079
4035,915696,2626 Pine Grove,Port Huron,MI,43.001491,-82.438948,48060
3769,910718,1551 Gratiot Blvd,Marysville,MI,42.919586,-82.477760,48040
3380,102087,33 Edgewater St,Mahone Bay,NS,44.449646,-64.380667,B0J 2E0
930,101872,134 Victoria Rd,Lunenburg,NS,44.375848,-64.324735,B0J 2C0
4131,919298,3829 Pine Grove Avenue,Port Huron,MI,43.021212,-82.455532,48060
2061,101659,388 St-Jean St,St. Leonard,NB,47.167601,-67.918252,E7E 2B6
350,100483,130 Main St,Sussex,NB,45.725199,-65.529842,E4E 3E5
4104,917507,1621 E Main St,Lancaster,OH,39.714483,-82.568110,43130
4184,917507,1621 E Main St.,Lancaster,OH,39.714775,-82.568337,43130
617,101244,638 Main St,Sussex,NB,45.723177,-65.507076,E4E 7H8
368,100535,335 Main St,Kingsville,ON,42.038410,-82.724960,N9Y 1A7
3937,913665,299 Main St,Madawaski,ME,47.356061,-68.327776,4756
3818,910885,105 E. Broad Street,Pataskala,OH,40.003554,-82.672058,43062
684,101432,155 Victoria St,Edmundston,NB,47.367720,-68.322140,E3V 2H7
4015,915672,823 Memorial Dr N,Lancaster,OH,39.723200,-82.607599,43130
701,101469,581 Notre Dame,Belle River,ON,42.293202,-82.709946,N0R 1A0
1402,102866,684 Victoria Street,Edmundston,NB,47.388433,-68.340696,E3V 3S9
3521,913575,1635 River Valley Circle S,Lancaster,OH,39.730230,-82.628330,43130
3821,910888,125 SR 3,Sunbury,OH,40.282300,-82.752900,43074
2654,101092,11 Madawaska Centre Blvd,St. Basile,NB,47.355480,-68.223659,E0L 1H0
2043,101452,193 Commercial St.,Berwick,NS,45.043154,-64.735318,B0P 1E0
2054,101581,262 Principale St,Saint-Jacques,NB,47.426625,-68.383935,E7B 1W8
1427,102932,1218 County Road 22,Lakeshore,ON,42.297535,-82.759315,N0R 1C0
88,103192,"82, rue Principale, R.R 2",Saint-Antonin,QC,47.785072,-69.471718,G0L 2J0
1315,102692,"235, rue de L'Hotel de Ville",Riviére-du-Loup,QC,47.826608,-69.549594,G5R 4E5
947,101903,9 Maidstone Rd E,Essex,ON,42.177976,-82.825544,N8M 2J3
1661,103688,647 Coursol St,Sturgeon Falls,ON,46.372023,-79.914300,P2B 0A9
451,100731,82 Front St,Sturgeon Falls,ON,46.366100,-79.928340,P2B 2H2
3838,910986,9685 Johnstown Road,New Albany,OH,40.087447,-82.799632,43054
1409,102883,380 Maidstone Ave. W,Essex,ON,42.178543,-82.842493,N8M 2X5
3974,915619,1085 Hill Rd N,Pickerington,OH,39.909475,-82.778261,43147
754,101588,3811 Hwy 3,Chester,NS,44.546625,-64.234378,B0J 1J0
